start_us,end_us,core,state,work_done,pressure_flag
405.0,406.0,0,active,1.0,0
406.0,407.0,0,active,1.0,0
407.0,408.0,0,active,1.0,0
408.0,409.0,0,active,1.0,0
409.0,410.0,0,active,0.0,0
410.0,414.0,0,stall,0.0,0
414.0,415.0,0,active,0.0,0
415.0,423.0,0,stall,0.0,0
423.0,424.0,0,active,1.0,0
424.0,425.0,0,active,1.0,0
425.0,426.0,0,active,1.0,0
426.0,427.0,0,active,1.0,0
427.0,428.0,0,active,1.0,0
428.0,429.0,0,active,1.0,0
429.0,430.0,0,active,0.0,0
430.0,438.0,0,stall,0.0,0
438.0,439.0,0,active,1.0,0
439.0,440.0,0,active,0.0,0
440.0,444.0,0,stall,0.0,0
444.0,445.0,0,active,1.0,0
445.0,446.0,0,active,1.0,0
446.0,447.0,0,active,1.0,0
447.0,448.0,0,active,1.0,0
448.0,449.0,0,active,0.0,0
449.0,457.0,0,stall,0.0,0
457.0,458.0,0,active,1.0,0
458.0,459.0,0,active,1.0,0
459.0,460.0,0,active,1.0,0
460.0,461.0,0,active,1.0,0
461.0,462.0,0,active,0.0,0
462.0,466.0,0,stall,0.0,0
466.0,467.0,0,active,1.0,0
467.0,468.0,0,active,0.0,0
468.0,476.0,0,stall,0.0,0
476.0,477.0,0,active,1.0,0
477.0,478.0,0,active,1.0,0
478.0,479.0,0,active,1.0,0
479.0,480.0,0,active,1.0,0
480.0,481.0,0,active,1.0,0
481.0,482.0,0,active,1.0,0
482.0,483.0,0,active,0.0,0
483.0,491.0,0,stall,0.0,0
491.0,492.0,0,active,0.0,0
492.0,496.0,0,stall,0.0,0
496.0,497.0,0,active,1.0,0
497.0,498.0,0,active,1.0,0
498.0,499.0,0,active,1.0,0
499.0,500.0,0,active,1.0,0
500.0,501.0,0,active,1.0,0
501.0,502.0,0,active,0.0,0
502.0,510.0,0,stall,0.0,0
510.0,511.0,0,active,1.0,0
511.0,512.0,0,active,1.0,0
512.0,513.0,0,active,1.0,0
513.0,514.0,0,active,0.0,0
514.0,518.0,0,stall,0.0,0
518.0,519.0,0,active,1.0,0
519.0,520.0,0,active,1.0,0
520.0,521.0,0,active,0.0,0
521.0,529.0,0,stall,0.0,0
529.0,530.0,0,active,1.0,0
530.0,531.0,0,active,1.0,0
531.0,532.0,0,active,1.0,0
532.0,533.0,0,active,1.0,0
533.0,534.0,0,active,1.0,0
534.0,535.0,0,active,1.0,0
535.0,536.0,0,active,0.0,0
536.0,540.0,0,stall,0.0,0
540.0,548.0,0,stall,0.0,0
548.0,549.0,0,active,1.0,0
549.0,550.0,0,active,1.0,0
550.0,551.0,0,active,1.0,0
551.0,552.0,0,active,1.0,0
552.0,553.0,0,active,1.0,0
553.0,554.0,0,active,1.0,0
554.0,555.0,0,active,0.0,0
555.0,563.0,0,stall,0.0,0
563.0,564.0,0,active,1.0,0
564.0,565.0,0,active,1.0,0
565.0,566.0,0,active,0.0,0
566.0,570.0,0,stall,0.0,0
570.0,571.0,0,active,1.0,0
571.0,572.0,0,active,1.0,0
572.0,573.0,0,active,1.0,0
573.0,574.0,0,active,0.0,0
574.0,582.0,0,stall,0.0,0
582.0,583.0,0,active,1.0,0
583.0,584.0,0,active,1.0,0
584.0,585.0,0,active,1.0,0
585.0,586.0,0,active,1.0,0
586.0,587.0,0,active,1.0,0
587.0,588.0,0,active,0.0,0
588.0,592.0,0,stall,0.0,0
592.0,593.0,0,active,0.0,0
593.0,601.0,0,stall,0.0,0
601.0,602.0,0,active,1.0,0
602.0,603.0,0,active,1.0,0
603.0,604.0,0,active,1.0,0
604.0,605.0,0,active,1.0,0
605.0,606.0,0,active,1.0,0
606.0,607.0,0,active,1.0,0
607.0,608.0,0,active,0.0,0
608.0,616.0,0,stall,0.0,0
616.0,617.0,0,active,1.0,0
617.0,618.0,0,active,0.0,0
618.0,622.0,0,stall,0.0,0
622.0,623.0,0,active,1.0,0
623.0,624.0,0,active,1.0,0
624.0,625.0,0,active,1.0,0
625.0,626.0,0,active,1.0,0
626.0,627.0,0,active,0.0,0
627.0,635.0,0,stall,0.0,0
635.0,636.0,0,active,1.0,0
636.0,637.0,0,active,1.0,0
637.0,638.0,0,active,1.0,0
638.0,639.0,0,active,1.0,0
639.0,640.0,0,active,0.0,0
640.0,644.0,0,stall,0.0,0
644.0,645.0,0,active,1.0,0
645.0,646.0,0,active,0.0,0
646.0,654.0,0,stall,0.0,0
654.0,655.0,0,active,1.0,0
655.0,656.0,0,active,1.0,0
656.0,657.0,0,active,1.0,0
657.0,658.0,0,active,1.0,0
658.0,659.0,0,active,1.0,0
659.0,660.0,0,active,1.0,0
660.0,661.0,0,active,0.0,0
661.0,669.0,0,stall,0.0,0
669.0,670.0,0,active,0.0,0
670.0,674.0,0,stall,0.0,0
674.0,675.0,0,active,1.0,0
675.0,676.0,0,active,1.0,0
676.0,677.0,0,active,1.0,0
677.0,678.0,0,active,1.0,0
678.0,679.0,0,active,1.0,0
679.0,680.0,0,active,0.0,0
680.0,688.0,0,stall,0.0,0
688.0,689.0,0,active,1.0,0
689.0,690.0,0,active,1.0,0
690.0,691.0,0,active,1.0,0
691.0,692.0,0,active,0.0,0
692.0,696.0,0,stall,0.0,0
696.0,697.0,0,active,1.0,0
697.0,698.0,0,active,1.0,0
698.0,699.0,0,active,0.0,0
699.0,707.0,0,stall,0.0,0
707.0,708.0,0,active,1.0,0
708.0,709.0,0,active,1.0,0
709.0,710.0,0,active,1.0,0
710.0,711.0,0,active,1.0,0
711.0,712.0,0,active,1.0,0
712.0,713.0,0,active,1.0,0
713.0,714.0,0,active,0.0,0
714.0,718.0,0,stall,0.0,0
718.0,726.0,0,stall,0.0,0
726.0,727.0,0,active,1.0,0
727.0,728.0,0,active,1.0,0
728.0,729.0,0,active,1.0,0
729.0,730.0,0,active,1.0,0
730.0,731.0,0,active,1.0,0
731.0,732.0,0,active,1.0,0
732.0,733.0,0,active,0.0,0
733.0,741.0,0,stall,0.0,0
741.0,742.0,0,active,1.0,0
742.0,743.0,0,active,1.0,0
743.0,744.0,0,active,0.0,0
744.0,748.0,0,stall,0.0,0
748.0,749.0,0,active,1.0,0
749.0,750.0,0,active,1.0,0
750.0,751.0,0,active,1.0,0
751.0,752.0,0,active,0.0,0
752.0,760.0,0,stall,0.0,0
760.0,761.0,0,active,1.0,0
761.0,762.0,0,active,1.0,0
762.0,763.0,0,active,1.0,0
763.0,764.0,0,active,1.0,0
764.0,765.0,0,active,1.0,0
765.0,766.0,0,active,0.0,0
766.0,770.0,0,stall,0.0,0
770.0,771.0,0,active,0.0,0
771.0,779.0,0,stall,0.0,0
779.0,780.0,0,active,1.0,0
780.0,781.0,0,active,1.0,0
781.0,782.0,0,active,1.0,0
782.0,783.0,0,active,1.0,0
783.0,784.0,0,active,1.0,0
784.0,785.0,0,active,1.0,0
785.0,786.0,0,active,0.0,0
786.0,794.0,0,stall,0.0,0
794.0,795.0,0,active,1.0,0
795.0,796.0,0,active,0.0,0
796.0,800.0,0,stall,0.0,0
800.0,801.0,0,active,1.0,0
801.0,802.0,0,active,1.0,0
802.0,803.0,0,active,1.0,0
803.0,804.0,0,active,1.0,0
804.0,805.0,0,active,0.0,0
805.0,813.0,0,stall,0.0,0
813.0,814.0,0,active,1.0,0
814.0,815.0,0,active,1.0,0
815.0,816.0,0,active,1.0,0
816.0,817.0,0,active,1.0,0
817.0,818.0,0,active,0.0,0
818.0,822.0,0,stall,0.0,0
822.0,823.0,0,active,1.0,0
823.0,824.0,0,active,0.0,0
824.0,832.0,0,stall,0.0,0
832.0,833.0,0,active,1.0,0
833.0,834.0,0,active,1.0,0
834.0,835.0,0,active,1.0,0
835.0,836.0,0,active,1.0,0
836.0,837.0,0,active,1.0,0
837.0,838.0,0,active,1.0,0
838.0,839.0,0,active,0.0,0
839.0,847.0,0,stall,0.0,0
847.0,848.0,0,active,0.0,0
848.0,852.0,0,stall,0.0,0
852.0,853.0,0,active,1.0,0
853.0,854.0,0,active,1.0,0
854.0,855.0,0,active,1.0,0
855.0,856.0,0,active,1.0,0
856.0,857.0,0,active,1.0,0
857.0,858.0,0,active,0.0,0
858.0,866.0,0,stall,0.0,0
866.0,867.0,0,active,1.0,0
867.0,868.0,0,active,1.0,0
868.0,869.0,0,active,1.0,0
869.0,870.0,0,active,0.0,0
870.0,874.0,0,stall,0.0,0
874.0,875.0,0,active,1.0,0
875.0,876.0,0,active,1.0,0
876.0,877.0,0,active,0.0,0
877.0,885.0,0,stall,0.0,0
885.0,886.0,0,active,1.0,0
886.0,887.0,0,active,1.0,0
887.0,888.0,0,active,1.0,0
888.0,889.0,0,active,1.0,0
889.0,890.0,0,active,1.0,0
890.0,891.0,0,active,1.0,0
891.0,892.0,0,active,0.0,0
892.0,896.0,0,stall,0.0,0
896.0,904.0,0,stall,0.0,0
904.0,905.0,0,active,1.0,0
905.0,906.0,0,active,1.0,0
906.0,907.0,0,active,1.0,0
907.0,908.0,0,active,1.0,0
908.0,909.0,0,active,1.0,0
909.0,910.0,0,active,1.0,0
910.0,911.0,0,active,0.0,0
911.0,919.0,0,stall,0.0,0
919.0,920.0,0,active,1.0,0
920.0,921.0,0,active,1.0,0
921.0,922.0,0,active,0.0,0
922.0,926.0,0,stall,0.0,0
926.0,927.0,0,active,1.0,0
927.0,928.0,0,active,1.0,0
928.0,929.0,0,active,1.0,0
929.0,930.0,0,active,0.0,0
930.0,938.0,0,stall,0.0,0
938.0,939.0,0,active,1.0,0
939.0,940.0,0,active,1.0,0
940.0,941.0,0,active,1.0,0
941.0,942.0,0,active,1.0,0
942.0,943.0,0,active,1.0,0
943.0,944.0,0,active,0.0,0
944.0,948.0,0,stall,0.0,0
948.0,949.0,0,active,0.0,0
949.0,957.0,0,stall,0.0,0
957.0,958.0,0,active,1.0,0
958.0,959.0,0,active,1.0,0
959.0,960.0,0,active,1.0,0
960.0,961.0,0,active,1.0,0
961.0,962.0,0,active,1.0,0
962.0,963.0,0,active,1.0,0
963.0,964.0,0,active,0.0,0
964.0,972.0,0,stall,0.0,0
972.0,973.0,0,active,1.0,0
973.0,974.0,0,active,0.0,0
974.0,978.0,0,stall,0.0,0
978.0,979.0,0,active,1.0,0
979.0,980.0,0,active,1.0,0
980.0,981.0,0,active,1.0,0
981.0,982.0,0,active,1.0,0
982.0,983.0,0,active,0.0,0
983.0,991.0,0,stall,0.0,0
991.0,992.0,0,active,1.0,0
992.0,993.0,0,active,1.0,0
993.0,994.0,0,active,1.0,0
994.0,995.0,0,active,1.0,0
995.0,996.0,0,active,0.0,0
996.0,1000.0,0,stall,0.0,0
1000.0,1001.0,0,active,1.0,0
1001.0,1002.0,0,active,0.0,0
1002.0,1010.0,0,stall,0.0,0
1010.0,1011.0,0,active,1.0,0
1011.0,1012.0,0,active,1.0,0
1012.0,1013.0,0,active,1.0,0
1013.0,1014.0,0,active,1.0,0
1014.0,1015.0,0,active,1.0,0
1015.0,1016.0,0,active,1.0,0
1016.0,1017.0,0,active,0.0,0
1017.0,1025.0,0,stall,0.0,0
1025.0,1026.0,0,active,0.0,0
1026.0,1030.0,0,stall,0.0,0
1030.0,1031.0,0,active,1.0,0
1031.0,1032.0,0,active,1.0,0
1032.0,1033.0,0,active,1.0,0
1033.0,1034.0,0,active,1.0,0
1034.0,1035.0,0,active,1.0,0
1035.0,1036.0,0,active,0.0,0
1036.0,1044.0,0,stall,0.0,0
1044.0,1045.0,0,active,1.0,0
1045.0,1046.0,0,active,1.0,0
1046.0,1047.0,0,active,1.0,0
1047.0,1048.0,0,active,0.0,0
1048.0,1052.0,0,stall,0.0,0
1052.0,1053.0,0,active,1.0,0
1053.0,1054.0,0,active,1.0,0
1054.0,1055.0,0,active,0.0,0
1055.0,1063.0,0,stall,0.0,0
1063.0,1064.0,0,active,1.0,0
1064.0,1065.0,0,active,1.0,0
1065.0,1066.0,0,active,1.0,0
1066.0,1067.0,0,active,1.0,0
1067.0,1068.0,0,active,1.0,0
1068.0,1069.0,0,active,1.0,0
1069.0,1070.0,0,active,0.0,0
1070.0,1074.0,0,stall,0.0,0
1074.0,1082.0,0,stall,0.0,0
1082.0,1083.0,0,active,1.0,0
1083.0,1084.0,0,active,1.0,0
1084.0,1085.0,0,active,1.0,0
1085.0,1086.0,0,active,1.0,0
1086.0,1087.0,0,active,1.0,0
1087.0,1088.0,0,active,1.0,0
1088.0,1089.0,0,active,0.0,0
1089.0,1097.0,0,stall,0.0,0
1097.0,1098.0,0,active,1.0,0
1098.0,1099.0,0,active,1.0,0
1099.0,1100.0,0,active,0.0,0
1100.0,1104.0,0,stall,0.0,0
1104.0,1105.0,0,active,1.0,0
1105.0,1106.0,0,active,1.0,0
1106.0,1107.0,0,active,1.0,0
1107.0,1108.0,0,active,0.0,0
1108.0,1116.0,0,stall,0.0,0
1116.0,1117.0,0,active,1.0,0
1117.0,1118.0,0,active,1.0,0
1118.0,1119.0,0,active,1.0,0
1119.0,1120.0,0,active,1.0,0
1120.0,1121.0,0,active,1.0,0
1121.0,1122.0,0,active,0.0,0
1122.0,1126.0,0,stall,0.0,0
1126.0,1127.0,0,active,0.0,0
1127.0,1135.0,0,stall,0.0,0
1135.0,1136.0,0,active,1.0,0
1136.0,1137.0,0,active,1.0,0
1137.0,1138.0,0,active,1.0,0
1138.0,1139.0,0,active,1.0,0
1139.0,1140.0,0,active,1.0,0
1140.0,1141.0,0,active,1.0,0
1141.0,1142.0,0,active,0.0,0
1142.0,1150.0,0,stall,0.0,0
1150.0,1151.0,0,active,1.0,0
1151.0,1152.0,0,active,0.0,0
1152.0,1156.0,0,stall,0.0,0
1156.0,1157.0,0,active,1.0,0
1157.0,1158.0,0,active,1.0,0
1158.0,1159.0,0,active,1.0,0
1159.0,1160.0,0,active,1.0,0
1160.0,1161.0,0,active,0.0,0
1161.0,1169.0,0,stall,0.0,0
1169.0,1170.0,0,active,1.0,0
1170.0,1171.0,0,active,1.0,0
1171.0,1172.0,0,active,1.0,0
1172.0,1173.0,0,active,1.0,0
1173.0,1174.0,0,active,0.0,0
1174.0,1178.0,0,stall,0.0,0
1178.0,1179.0,0,active,1.0,0
1179.0,1180.0,0,active,0.0,0
1180.0,1188.0,0,stall,0.0,0
1188.0,1189.0,0,active,1.0,0
1189.0,1190.0,0,active,1.0,0
1190.0,1191.0,0,active,1.0,0
1191.0,1192.0,0,active,1.0,0
1192.0,1193.0,0,active,1.0,0
1193.0,1194.0,0,active,1.0,0
1194.0,1195.0,0,active,0.0,0
1195.0,1203.0,0,stall,0.0,0
1203.0,1204.0,0,active,0.0,0
1204.0,1208.0,0,stall,0.0,0
1208.0,1209.0,0,active,1.0,0
1209.0,1210.0,0,active,1.0,0
1210.0,1211.0,0,active,1.0,0
1211.0,1212.0,0,active,1.0,0
1212.0,1213.0,0,active,1.0,0
1213.0,1214.0,0,active,0.0,0
1214.0,1222.0,0,stall,0.0,0
1222.0,1223.0,0,active,1.0,0
1223.0,1224.0,0,active,1.0,0
1224.0,1225.0,0,active,1.0,0
1225.0,1226.0,0,active,0.0,0
1226.0,1230.0,0,stall,0.0,0
1230.0,1231.0,0,active,1.0,0
1231.0,1232.0,0,active,1.0,0
1232.0,1233.0,0,active,0.0,0
1233.0,1241.0,0,stall,0.0,0
1241.0,1242.0,0,active,1.0,0
1242.0,1243.0,0,active,1.0,0
1243.0,1244.0,0,active,1.0,0
1244.0,1245.0,0,active,1.0,0
1245.0,1246.0,0,active,1.0,0
1246.0,1247.0,0,active,1.0,0
1247.0,1248.0,0,active,0.0,0
1248.0,1252.0,0,stall,0.0,0
1252.0,1260.0,0,stall,0.0,0
1260.0,1261.0,0,active,1.0,0
1261.0,1262.0,0,active,1.0,0
1262.0,1263.0,0,active,1.0,0
1263.0,1264.0,0,active,1.0,0
1264.0,1265.0,0,active,1.0,0
1265.0,1266.0,0,active,1.0,0
1266.0,1267.0,0,active,0.0,0
1267.0,1275.0,0,stall,0.0,0
1275.0,1276.0,0,active,1.0,0
1276.0,1277.0,0,active,0.0,0
0.0,1.0,1,idle,0.0,0
1.0,2.0,1,active,0.0,0
2.0,6.0,1,stall,0.0,0
6.0,14.0,1,stall,0.0,0
14.0,15.0,1,active,1.0,0
15.0,16.0,1,active,1.0,0
16.0,17.0,1,active,1.0,0
17.0,18.0,1,active,1.0,0
18.0,19.0,1,active,1.0,0
19.0,20.0,1,active,1.0,0
20.0,21.0,1,active,0.0,0
21.0,29.0,1,stall,0.0,0
29.0,30.0,1,active,1.0,0
30.0,31.0,1,active,1.0,0
31.0,32.0,1,active,0.0,0
32.0,36.0,1,stall,0.0,0
36.0,37.0,1,active,1.0,0
37.0,38.0,1,active,1.0,0
38.0,39.0,1,active,1.0,0
39.0,40.0,1,active,0.0,0
40.0,48.0,1,stall,0.0,0
48.0,49.0,1,active,1.0,0
49.0,50.0,1,active,1.0,0
50.0,51.0,1,active,1.0,0
51.0,52.0,1,active,1.0,0
52.0,53.0,1,active,1.0,0
53.0,54.0,1,active,0.0,0
54.0,58.0,1,stall,0.0,0
58.0,59.0,1,active,0.0,0
59.0,67.0,1,stall,0.0,0
67.0,68.0,1,active,1.0,0
68.0,69.0,1,active,1.0,0
69.0,70.0,1,active,1.0,0
70.0,71.0,1,active,1.0,0
71.0,72.0,1,active,1.0,0
72.0,73.0,1,active,1.0,0
73.0,74.0,1,active,0.0,0
74.0,82.0,1,stall,0.0,0
82.0,83.0,1,active,1.0,0
83.0,84.0,1,active,0.0,0
84.0,88.0,1,stall,0.0,0
88.0,89.0,1,active,1.0,0
89.0,90.0,1,active,1.0,0
90.0,91.0,1,active,1.0,0
91.0,92.0,1,active,1.0,0
92.0,93.0,1,active,0.0,0
93.0,101.0,1,stall,0.0,0
101.0,102.0,1,active,1.0,0
102.0,103.0,1,active,1.0,0
103.0,104.0,1,active,1.0,0
104.0,105.0,1,active,1.0,0
105.0,106.0,1,active,0.0,0
106.0,110.0,1,stall,0.0,0
110.0,111.0,1,active,1.0,0
111.0,112.0,1,active,0.0,0
112.0,120.0,1,stall,0.0,0
120.0,121.0,1,active,1.0,0
121.0,122.0,1,active,1.0,0
122.0,123.0,1,active,1.0,0
123.0,124.0,1,active,1.0,0
124.0,125.0,1,active,1.0,0
125.0,126.0,1,active,1.0,0
126.0,127.0,1,active,0.0,0
127.0,135.0,1,stall,0.0,0
135.0,136.0,1,active,0.0,0
136.0,140.0,1,stall,0.0,0
140.0,141.0,1,active,1.0,0
141.0,142.0,1,active,1.0,0
142.0,143.0,1,active,1.0,0
143.0,144.0,1,active,1.0,0
144.0,145.0,1,active,1.0,0
145.0,146.0,1,active,0.0,0
146.0,154.0,1,stall,0.0,0
154.0,155.0,1,active,1.0,0
155.0,156.0,1,active,1.0,0
156.0,157.0,1,active,1.0,0
157.0,158.0,1,active,0.0,0
158.0,162.0,1,stall,0.0,0
162.0,163.0,1,active,1.0,0
163.0,164.0,1,active,1.0,0
164.0,165.0,1,active,0.0,0
165.0,173.0,1,stall,0.0,0
173.0,174.0,1,active,1.0,0
174.0,175.0,1,active,1.0,0
175.0,176.0,1,active,1.0,0
176.0,177.0,1,active,1.0,0
177.0,178.0,1,active,1.0,0
178.0,179.0,1,active,1.0,0
179.0,180.0,1,active,0.0,0
180.0,184.0,1,stall,0.0,0
184.0,192.0,1,stall,0.0,0
192.0,193.0,1,active,1.0,0
193.0,194.0,1,active,1.0,0
194.0,195.0,1,active,1.0,0
195.0,196.0,1,active,1.0,0
196.0,197.0,1,active,1.0,0
197.0,198.0,1,active,1.0,0
198.0,199.0,1,active,0.0,0
199.0,207.0,1,stall,0.0,0
207.0,208.0,1,active,1.0,0
208.0,209.0,1,active,1.0,0
209.0,210.0,1,active,0.0,0
210.0,214.0,1,stall,0.0,0
214.0,215.0,1,active,1.0,0
215.0,216.0,1,active,1.0,0
216.0,217.0,1,active,1.0,0
217.0,218.0,1,active,0.0,0
218.0,226.0,1,stall,0.0,0
226.0,227.0,1,active,1.0,0
227.0,228.0,1,active,1.0,0
228.0,229.0,1,active,1.0,0
229.0,230.0,1,active,1.0,0
230.0,231.0,1,active,1.0,0
231.0,232.0,1,active,0.0,0
232.0,236.0,1,stall,0.0,0
236.0,237.0,1,active,0.0,0
237.0,245.0,1,stall,0.0,0
245.0,246.0,1,active,1.0,0
246.0,247.0,1,active,1.0,0
247.0,248.0,1,active,1.0,0
248.0,249.0,1,active,1.0,0
249.0,250.0,1,active,1.0,0
250.0,251.0,1,active,1.0,0
251.0,252.0,1,active,0.0,0
252.0,260.0,1,stall,0.0,0
260.0,261.0,1,active,1.0,0
261.0,262.0,1,active,0.0,0
262.0,266.0,1,stall,0.0,0
