start_us,end_us,core,state
39549225701.0,39549225709.0,0,idle
39549225709.0,39549225716.0,0,active
39549225709.0,39549225716.0,0,idle
39549225716.0,39549225724.0,0,active
39549225716.0,39549225724.0,0,idle
39549225724.0,39549225731.0,0,idle
39549225724.0,39549225731.0,0,active
39549225731.0,39549225738.0,0,active
39549225731.0,39549225738.0,0,idle
39549225738.0,39549225745.0,0,active
39549225738.0,39549225745.0,0,idle
39549225745.0,39549225752.0,0,active
39549225745.0,39549225752.0,0,idle
39549225752.0,39549225759.0,0,active
39549225752.0,39549225759.0,0,idle
39549225759.0,39549225766.0,0,active
39549225759.0,39549225766.0,0,idle
39549225766.0,39549225774.0,0,active
39549225766.0,39549225774.0,0,idle
39549225774.0,39549225777.0,0,active
39549225777.0,39549226777.0,0,active
