branch_mispredict,cache_pressure,case_id,elapsed_s,flag_mode,residency_idle,residency_stall,returncode,sit_median,sit_p95,summary_copy_ok,summary_path,time_us,trace_copy_ok,trace_path,workload,workload_size
True,False,11,2.092,branch_mispredict,1.463965,4.407582,0,0.944502,0.944502,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0011.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0011.csv,fm_sparse,test
True,True,12,2.109,both,1.129829,26.374668,0,0.725840,0.725840,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0012.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0012.csv,fm_sparse,test
False,False,13,2.019,none,7.833403,0.000000,0,0.931913,0.931913,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0013.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0013.csv,fm_read,test
False,True,14,1.890,cache_pressure,5.719571,15.218547,0,0.791667,0.791667,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0014.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0014.csv,fm_read,test
True,False,15,1.873,branch_mispredict,6.180277,9.041987,0,0.854895,0.854895,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0015.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0015.csv,fm_read,test
True,True,16,1.965,both,2.942682,56.795163,0,0.400755,0.400755,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0016.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0016.csv,fm_read,test
False,False,17,1.763,none,10.176206,0.000000,0,0.931913,0.931913,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0017.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0017.csv,fm_write,test
False,True,18,1.691,cache_pressure,5.719591,15.204147,0,0.791667,0.791667,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0018.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0018.csv,fm_write,test
True,False,19,1.670,branch_mispredict,6.180347,8.762471,0,0.854895,0.854895,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0019.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0019.csv,fm_write,test
True,True,20,1.810,both,2.942723,56.773143,0,0.400755,0.400755,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0020.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0020.csv,fm_write,test
