diff_rows_window_vs_global,global_mode,global_summary_sit,resident_rows,stem,window_mode
31248,global_active,0.025810928799,31248,trace_0008__skip_w0,window_active
31252,global_active,0.017969500000,31252,trace_0009__all,window_active
957,global_active,0.586778343783,957,trace_0009__base,window_active
0,global_active,0.000000000000,4,trace_0009__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0009__partial,window_active
31248,global_active,0.017971800390,31248,trace_0009__skip_w0,window_active
31252,global_active,0.017970000000,31252,trace_0010__all,window_active
1237,global_active,0.453971301536,1237,trace_0010__base,window_active
0,global_active,0.000000000000,4,trace_0010__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0010__partial,window_active
31248,global_active,0.017972300454,31248,trace_0010__skip_w0,window_active
31252,global_active,0.020947000000,31252,trace_0011__all,window_active
1274,global_active,0.513809850863,1274,trace_0011__base,window_active
0,global_active,0.000000000000,4,trace_0011__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0011__partial,window_active
31248,global_active,0.020949681559,31248,trace_0011__skip_w0,window_active
31252,global_active,0.020948000000,31252,trace_0012__all,window_active
2338,global_active,0.279993584260,2338,trace_0012__base,window_active
0,global_active,0.000000000000,4,trace_0012__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0012__partial,window_active
31248,global_active,0.020950681687,31248,trace_0012__skip_w0,window_active
31252,global_active,0.001697500000,31252,trace_0013__all,window_active
1009,global_active,0.052573711596,1009,trace_0013__base,window_active
0,global_active,0.000000000000,4,trace_0013__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0013__partial,window_active
31248,global_active,0.001697717308,31248,trace_0013__skip_w0,window_active
31252,global_active,0.001735000000,31252,trace_0014__all,window_active
1136,global_active,0.047727772887,1136,trace_0014__base,window_active
0,global_active,0.000000000000,4,trace_0014__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0014__partial,window_active
31248,global_active,0.001735222108,31248,trace_0014__skip_w0,window_active
31252,global_active,0.001698000000,31252,trace_0015__all,window_active
1071,global_active,0.049544817927,1071,trace_0015__base,window_active
0,global_active,0.000000000000,4,trace_0015__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0015__partial,window_active
31248,global_active,0.001698217372,31248,trace_0015__skip_w0,window_active
31252,global_active,0.001736000000,31252,trace_0016__all,window_active
1942,global_active,0.027935118435,1942,trace_0016__base,window_active
0,global_active,0.000000000000,4,trace_0016__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0016__partial,window_active
31248,global_active,0.001736222236,31248,trace_0016__skip_w0,window_active
31252,global_active,0.001601500000,31252,trace_0017__all,window_active
109,global_active,0.459145642202,109,trace_0017__base,window_active
0,global_active,0.000000000000,4,trace_0017__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0017__partial,window_active
31248,global_active,0.001601705018,31248,trace_0017__skip_w0,window_active
31252,global_active,0.001639000000,31252,trace_0018__all,window_active
236,global_active,0.217028601695,236,trace_0018__base,window_active
0,global_active,0.000000000000,4,trace_0018__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0018__partial,window_active
31248,global_active,0.001639209819,31248,trace_0018__skip_w0,window_active
31252,global_active,0.001602000000,31252,trace_0019__all,window_active
171,global_active,0.292763157895,171,trace_0019__base,window_active
0,global_active,0.000000000000,4,trace_0019__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0019__partial,window_active
31248,global_active,0.001602205082,31248,trace_0019__skip_w0,window_active
31252,global_active,0.001640000000,31252,trace_0020__all,window_active
1042,global_active,0.049184261036,1042,trace_0020__base,window_active
0,global_active,0.000000000000,4,trace_0020__exact_boundary,window_active
0,global_active,0.000000000000,12,trace_0020__partial,window_active
31248,global_active,0.001640209947,31248,trace_0020__skip_w0,window_active
